2026-01-06 16:21:01,20
2026-01-06 16:21:02,20
2026-01-06 16:21:02,19
2026-01-06 16:21:03,20
2026-01-06 16:21:04,20
2026-01-06 16:21:05,20
2026-01-06 16:21:06,20
2026-01-06 16:21:06,19
2026-01-06 16:21:06,19
2026-01-06 16:21:06,19
2026-01-06 16:21:06,19
2026-01-06 16:21:06,20
2026-01-06 16:21:06,18
2026-01-06 16:21:06,19
2026-01-06 16:21:06,20
2026-01-06 16:21:06,18
2026-01-06 16:21:06,19
2026-01-06 16:21:07,20
2026-01-06 16:21:07,19
2026-01-06 16:21:08,19
2026-01-06 16:21:09,19
2026-01-06 16:21:10,20
2026-01-06 16:21:10,20
2026-01-06 16:21:11,19
2026-01-06 16:21:12,21
2026-01-06 16:21:13,20
2026-01-06 16:21:13,20
2026-01-06 16:21:14,20
2026-01-06 16:34:37,20
2026-01-06 16:34:37,19
2026-01-06 16:34:37,19
2026-01-06 16:34:38,21
2026-01-06 16:34:39,19
2026-01-06 16:34:39,18
2026-01-06 16:34:40,20
2026-01-06 16:34:41,20
2026-01-06 16:34:42,20
2026-01-06 16:34:42,20
2026-01-06 16:34:43,20
2026-01-06 16:34:43,19
2026-01-06 16:34:43,20
2026-01-06 16:34:43,19
2026-01-06 16:34:43,19
2026-01-06 16:34:43,19
2026-01-06 16:34:43,19
2026-01-06 16:34:43,19
2026-01-06 16:34:44,20
2026-01-06 16:34:45,20
2026-01-06 16:34:46,20
2026-01-06 16:34:46,20
2026-01-06 16:34:46,21
2026-01-06 16:34:46,19
2026-01-06 16:34:47,20
2026-01-06 16:36:06,20
2026-01-06 16:36:06,19
2026-01-06 16:36:06,20
2026-01-06 16:36:07,20
2026-01-06 16:36:08,21
2026-01-06 16:36:18,20
2026-01-06 16:36:19,20
2026-01-06 16:36:20,20
2026-01-06 16:36:20,20
2026-01-06 16:36:21,20
2026-01-06 16:36:21,20
2026-01-06 16:36:22,20
2026-01-06 16:36:22,20
2026-01-06 16:36:22,19
2026-01-06 16:36:23,19
2026-01-06 16:36:24,20
2026-01-06 16:38:03,10
2026-01-06 16:38:03,18
2026-01-06 16:38:03,19
2026-01-06 16:38:04,19
2026-01-06 16:38:05,20
2026-01-06 16:38:07,20
2026-01-06 16:38:10,12
2026-01-06 16:38:10,19
2026-01-06 16:38:10,19
2026-01-06 16:38:10,19
2026-01-06 16:38:11,21
2026-01-06 16:38:12,20
2026-01-06 16:38:12,20
2026-01-06 16:38:13,21
2026-01-06 16:38:14,20
2026-01-06 16:38:14,20
2026-01-06 16:38:14,18
2026-01-06 16:38:14,19
2026-01-06 16:38:14,21
2026-01-06 16:38:15,18
2026-01-06 16:38:15,18
2026-01-06 16:38:15,20
2026-01-06 16:38:16,20
2026-01-06 16:38:16,18
2026-01-06 16:38:16,19
2026-01-06 16:38:16,19
2026-01-06 16:38:16,19
2026-01-06 16:38:17,20
2026-01-06 16:38:18,20
2026-01-06 16:38:18,19
2026-01-06 16:38:18,19
2026-01-06 16:38:18,19
2026-01-06 16:38:18,19
2026-01-06 16:38:18,19
2026-01-06 16:38:18,19
2026-01-06 16:38:19,20
2026-01-06 16:38:20,20
2026-01-06 16:38:20,21
2026-01-06 16:38:21,19
2026-01-06 16:38:22,19
2026-01-06 16:38:22,19
2026-01-06 16:38:23,19
2026-01-06 16:38:23,20
2026-01-06 16:38:23,19
2026-01-06 16:38:23,20
2026-01-06 16:38:24,19
2026-01-06 16:38:24,20
2026-01-06 16:38:24,18
2026-01-06 16:38:24,19
2026-01-06 16:38:25,20
2026-01-06 16:38:26,21
2026-01-06 16:38:26,18
2026-01-06 16:38:26,20
2026-01-06 16:38:27,19
2026-01-06 16:38:27,18
2026-01-06 16:38:27,20
2026-01-06 16:38:28,19
2026-01-06 16:38:28,20
2026-01-06 16:38:29,20
2026-01-06 16:38:29,19
2026-01-06 16:38:29,19
2026-01-06 16:38:29,19
2026-01-06 16:38:29,19
2026-01-06 16:38:29,19
2026-01-06 16:38:29,19
2026-01-06 16:38:29,19
2026-01-06 16:38:30,19
2026-01-06 16:38:31,20
2026-01-06 16:38:32,20
2026-01-06 16:38:32,19
2026-01-06 16:38:32,19
2026-01-06 16:38:32,20
2026-01-06 16:38:33,20
2026-01-06 16:38:33,20
2026-01-06 16:38:33,19
2026-01-06 16:38:33,19
2026-01-06 16:38:33,19
2026-01-06 16:38:33,19
2026-01-06 16:38:33,19
2026-01-06 16:38:33,19
2026-01-06 16:38:34,18
2026-01-06 16:38:34,20
2026-01-06 16:38:35,20
2026-01-06 16:38:35,19
2026-01-06 16:38:36,18
